"","x"
"223.15337_238.5",295
"223.16832_385.8",592
"223.94907_544.6",737
"223.98744_390.2",247
"224.02843_61.8",1016
"224.04297_44.1",832
"224.09783_233.2",472
"224.12713_213.7",1084
"224.14838_181.7",319
"224.17086_292.4",3069
"224.18457_247.1",590
"224.86398_42.4",424
"224.92845_37.4",673
"224.95842_61",699
"225.03361_42",938
"225.04199_570.1",441
"225.05965_570.2",433
"225.09002_141.9",234
"225.13785_552.2",624
"225.14669_497.8",1645
"225.1841_292.8",331
"225.98615_501.1",246
"226.01513_88.6",379
"226.02325_42.9",164
"226.04192_570.1",530
"226.04418_42.3",873
"226.05926_289.5",890
"226.10777_452.1",899
"226.15811_566.5",481
"226.1793_548.6",285
"226.21555_232.3",194
"226.8609_41.8",446
"226.95071_39",426
"226.97618_83.5",1118
"227.02124_287.9",267
"227.04139_42.5",254
"227.06582_34.4",503
"227.06925_369.3",1314
"227.08591_354.3",1085
"227.12674_453.4",244
"227.15355_531.7",185
"227.16343_558.4",310
"227.18025_526.3",391
"227.19969_390.5",570
"227.92207_46.1",245
"227.954_37.9",334
"228.02907_89.8",314
"228.13472_140",372
"228.15855_244.5",645
"228.19487_539.1",281
"228.23128_483.1",494
"228.26757_309.3",290
"228.81202_43.5",614
"228.95491_38.3",376
"228.96672_489.7",340
"229.00052_288.2",331
"229.08484_84.7",2089
"229.1403_537.1",824
"229.15378_44",143
"229.15784_322.2",380
"229.23464_451.6",475
"229.27146_318.1",349
"229.65064_103.1",2274
"229.99754_55.3",631
"230.03521_92.5",383
"230.13763_62",1008
"230.15703_45",399
"230.17402_300.5",376
"230.18552_49.1",765
"230.24683_295.9",356
"230.809_43.5",614
"230.98155_35.8",376
"231.01837_38.7",688
"231.05379_40.8",291
"231.11954_52.6",614
"231.14412_45.3",368
"231.19457_293.8",539
"231.25033_297.5",795
"231.97071_36.4",1257
"232.02645_65.1",1853
"232.02683_569",415
"232.15313_224.7",383
"232.806_45.9",343
"232.89577_40.9",246
"233.07757_49.2",338
"233.15277_298.9",293
"233.1736_256.9",244
"233.89912_42.6",698
"233.98832_135.6",1719
"234.00603_569.7",588
"234.02347_43.3",191
"234.13095_515.1",431
"234.18429_241.2",405
"234.20489_165",732
"234.89276_41.5",214
"234.94553_144.8",1103
"234.95556_391.1",690
"234.98049_43.1",370
"234.98322_507",591
"235.09141_56.4",393
"235.10046_352.1",299
"235.13106_511.6",276
"235.16817_343.5",268
"235.20458_310.7",454
"235.23209_74.7",486
"235.98556_552",1099
"235.99916_92.5",1600
"236.02198_534",459
"236.02649_380.5",653
"236.09473_58.8",401
"236.10842_344.7",335
"236.11882_116.2",0
"236.1401_185",215
"236.17151_402.3",362
"236.23619_284.3",417
"236.89091_41",440
"236.90758_38.3",386
"236.99715_49.3",327
"237.01982_35.2",184
"237.10317_343.6",360
"237.11531_321.2",178
"237.14746_302.3",242
"237.1685_251.9",912
"237.18405_466.4",265
"237.23939_284.7",851
"237.98438_401.9",737
"238.00089_570",435
"238.02501_294.3",418
"238.10619_341.5",326
"238.11924_115.8",312
"238.16387_183",551
"238.20025_184.5",456
"238.7728_448.1",706
"238.84079_42.6",499
"239.00157_547.8",863
"239.00888_58",693
"239.03407_54",2207
"239.05722_46.7",470
"239.09038_63.7",830
"239.12651_322.3",248
"239.1483_552.4",885
"239.1631_349.7",551
"239.23594_507.4",1342
"239.96581_35.8",434
"239.98003_538",420
"239.99948_551.8",1628
"240.00244_61.7",2706
"240.06043_87.5",4214
"240.09371_61.2",768
"240.09853_391.8",264
"240.23106_279.7",415
"240.8378_42.6",423
"240.95038_225",1536
"240.96734_35.5",545
"240.98016_551.6",684
"241.00759_41.1",316
"241.05559_78.9",1096
"241.07313_571.3",429
"241.10196_392.3",209
"241.10418_51.9",1251
"241.14235_381.1",1753
"241.15364_44",590
"241.17899_294",455
"241.20322_56.5",785
"241.23464_278.5",495
"241.95962_569.9",573
"241.96336_35.6",467
"242.00531_540",1197
"242.05937_89",1352
"242.10935_246.5",839
"242.13956_527.2",265
"242.24698_479.5",530
"242.28308_328.1",1357
"242.53162_421.6",715
"242.83521_41.9",611
"242.92458_39.2",385
"243.00522_54.9",556
"243.05208_45.3",528
"243.12051_271.4",277
"243.15062_101",2718
"243.92802_39",405
"243.9593_40.1",561
"243.98788_36.2",1142
"244.00234_77.4",2113
"244.02705_544.8",2260
"244.05176_66",3700
"244.18975_546.7",257
"244.22612_531.9",652
"244.26241_288.5",645
"244.78584_43.6",579
"244.92272_39.4",303
"244.94587_34.6",848
"245.03588_88.6",456
"245.05917_96.1",1890
"245.0759_47.4",359
"245.09859_59.6",671
"245.09886_539",794
"245.12744_52.2",533
"245.13635_285.1",764
"245.14865_56.5",1212
"245.17379_564.7",952
"245.22536_463.9",466
"245.33862_202",574
"245.91449_39.1",1151
"246.0424_568.9",574
"246.07976_78.2",297
"246.13107_50",285
"246.1689_262.7",271
"246.62255_381.6",764
"246.78287_43.6",493
"247.02768_41.1",264
"247.04441_49.3",375
"247.09139_50.9",399
"247.14313_47.5",263
"247.16811_501.9",249
"247.20454_302",179
"247.22554_259.7",343
"247.24096_530.2",460
"247.9746_51",369
"248.02186_555.5",3137
"248.09631_344",276
"248.14643_588.8",1233
"248.14653_48.1",275
"248.16668_88.4",299
"248.1719_317.1",436
"248.78006_47.7",316
"248.86962_41.6",210
"248.95831_87.6",299
"248.97532_45.6",352
"248.98161_502.2",354
"248.99794_42.5",439
"249.00893_97.6",1329
"249.06002_43.2",1774
"249.0796_316.5",393
"249.14651_585.9",289
"249.18377_379.3",156
"249.20518_261.4",502
"249.22084_345.4",1835
"249.91165_169.6",831
"249.99734_43.4",248
"250.05478_570.1",420
"250.06339_43.9",987
"250.0832_303.6",366
"250.18688_324.5",412
"250.20013_304.7",2170
"250.25168_306.2",917
"250.61351_371.4",213
"250.86661_41.2",208
"250.95698_31.4",928
"250.97266_58.4",320
"250.99901_314.4",594
"251.03699_533.5",364
"251.04581_461.8",886
"251.09523_324.6",338
"251.12659_279.8",528
"251.16306_333.9",135
"251.18401_275.2",271
"251.19949_310.5",428
"251.62122_414.1",194
"251.66365_103",2410
"252.03393_287.2",242
"252.04906_473.2",1049
"252.13023_322.7",331
"252.14316_172.5",438
"252.17982_184.4",465
"252.19458_314.3",448
"252.21586_232.1",453
"252.86472_42.8",1187
"252.97142_53",1358
"252.99592_251",307
"253.0159_287.3",207
"253.04985_54.9",417
"253.14231_275.3",363
"253.17871_382.5",1062
"253.19392_265.1",360
"253.21557_379.5",431
"253.60091_345.6",1535
"253.63034_337.3",830
"253.90666_501.3",413
"253.99574_569.6",432
"254.0132_287.1",237
"254.1164_56.1",752
"254.13199_337.8",580
"254.19725_264.7",219
"254.24693_455.7",365
"254.60866_382.3",888
"254.81488_42.7",1524
"255.08293_437.1",237
"255.12164_310.4",479
"255.15808_498.6",293
"255.19445_360.4",309
"255.20981_502.8",1261
"255.23085_391.7",440
"255.25017_462.4",810
"255.94327_35.5",883
"255.97471_569.6",556
"256.00197_387.5",214
"256.16591_260.8",311
"256.21322_506.5",291
"256.26242_527.2",395
"256.29892_373.4",297
"256.67835_363.7",1389
"256.81964_43",333
"256.94658_35.5",426
"256.99744_30.1",308
"257.07332_49",366
"257.13657_276.7",347
"257.14948_74.2",562
"257.1597_45.3",1488
"257.17368_556.9",396
"257.21004_352.3",453
"257.26585_520.7",393
"257.30229_358.7",308
"257.6147_337.5",325
"257.63291_352.4",1293
"257.93856_35.9",801
"257.95414_541.9",1118
"257.9784_59.4",328
"258.02807_62.4",638
"258.10892_378.3",646
"258.16886_563.1",407
"258.20528_291",412
"258.21664_49.4",379
"258.26905_523.4",1271
"258.27819_344.2",588
"258.62241_361.5",357
"258.64968_353.4",644
"258.81668_43",357
"258.89841_41.3",359
"258.94319_38.5",666
"258.9742_38.2",552
"259.00388_43.2",426
"259.02675_40.3",477
"259.03779_62.2",1410
"259.0631_37.9",346
"259.11429_52.6",373
"259.1241_361.2",719
"259.15069_60",221
"259.17141_529.4",270
"259.18945_404.5",1217
"259.20451_309.8",365
"259.52736_463.2",558
"259.61908_413.5",1314
"259.93624_35.1",434
"260.02623_464.7",734
"260.06034_39.3",272
"260.18451_262.6",163
"260.63806_364.9",303
"260.81372_44.4",1358
"260.8965_39.6",264
"260.97105_390.3",586
"261.01022_46.4",279
"261.03085_93.2",778
"261.04491_52",744
"261.10859_228.6",398
"261.12979_32",191
"261.12988_522.1",225
"261.188_52.8",376
"261.21619_46.9",1339
"261.24124_157",429
"261.61645_338",587
"261.88673_33.2",712
"262.11816_336.8",419
"262.13297_46.4",523
"262.14296_238.2",724
"262.25169_303.6",844
"262.61443_357.6",1498
"262.62381_115.2",3362
"262.91193_34.8",467
"263.00787_46.7",382
"263.01819_50.1",2338
"263.08066_335.1",864
"263.08627_54.9",1104
"263.12434_531.6",193
"263.13149_261.7",372
"263.13773_48.7",309
"263.16102_526.9",174
"263.23588_473.8",532
"263.25501_301.2",710
"263.62151_388.7",671
"264.05825_309.9",976
"264.09006_90.1",251
"264.13179_290.9",424
"264.14146_49.7",494
"264.23925_477.6",1095
"264.26742_329.3",534
"264.84357_41.4",1760
"264.8901_485.2",735
"264.94899_45.3",713
"264.97173_43",162
"264.98713_49.6",754
"265.01477_35.9",416
"265.03383_43.7",1514
"265.04614_90.3",600
"265.09383_77.6",413
"265.11091_298",2714
"265.11716_54.1",326
"265.14983_300.8",670
"265.16352_96.9",2049
"265.17911_531.3",2101
"265.25148_530.7",462
"265.2708_329.8",608
"265.60091_337.6",408
"265.61825_356.7",365
"265.65168_299",893
"265.98021_51.1",360
"266.01537_35.4",375
"266.03296_544.7",395
"266.10751_349.7",178
"266.12039_55",313
"266.19538_186",299
"266.25484_531.3",1350
"266.60863_362.2",297
"266.62283_397.7",272
"266.63804_352.1",1717
"266.84847_41.7",387
"266.91484_57.5",1105
"266.92668_35.6",323
"266.93184_36.2",2001
"267.01225_35.4",279
"267.03012_44.6",338
"267.04141_89",518
"267.11003_355.3",338
"267.12406_401",1018
"267.13972_352.7",1487
"267.1707_383.2",303
"267.19454_449.9",476
"267.60871_361.3",278
"267.61478_383.5",339
"267.64559_391.2",448
"267.97806_52.5",351
"267.99382_90.7",530
"267.99808_533.1",530
"268.01139_40.8",352
"268.02667_39.4",353
"268.04467_89.4",531
"268.08142_444",1181
"268.10997_361.5",525
"268.14746_393.2",424
"268.1742_255.7",207
"268.21077_206.1",318
"268.26229_322.7",328
"268.60651_361.7",275
"268.62406_449.7",296
"268.64328_408.9",620
"268.84549_41.7",1172
"269.02745_44.9",796
"269.04183_86.7",624
"269.05867_159",358
"269.13712_298.6",453
"269.1734_550.7",565
"269.19815_58.7",435
"269.21008_376.9",419
"269.22533_505.7",1088
"269.24647_427.4",401
"269.26563_329.1",266
"269.61471_338.7",362
"269.63966_369.4",1205
"269.97699_569.3",435
"269.98242_76.7",1096
"270.00953_124",740
"270.06042_314.4",655
"270.14464_219",400
"270.20531_236.3",256
"270.22872_505.7",1133
"270.25245_270.8",513
"270.27817_513.5",442
"270.31482_478.9",367
"270.5355_570.2",539
"270.61032_114.6",478
"270.62238_362.3",316
"270.64048_374.6",357
"270.79647_43.3",393
"270.9567_540.3",421
"270.95693_43.9",422
"270.97438_543.2",505
"270.97674_37.4",331
"271.01271_35.6",923
"271.03909_41.5",252
"271.07711_339.3",1426
"271.12413_361",306
"271.14325_278.6",1632
"271.16392_70.1",173
"271.18869_512.1",1175
"271.20448_264.7",5524
"271.21359_48.6",423
"271.23231_505.7",666
"271.24075_308.8",1547
"271.31772_321.7",430
"271.63031_379.2",683
"271.65699_371.8",424
"271.91498_187.3",551
"272.04315_48.5",726
"272.12701_295.2",1333
"272.18446_240.1",442
"272.20777_265.7",736
"272.21699_60.8",369
"272.25707_301.6",355
"272.79351_43.3",541
"272.94304_36.3",575
"273.04715_53.6",322
"273.13334_291.5",579
"273.16616_509.4",194
"273.1662_50.6",287
"273.18386_441",880
"273.21064_53.4",391
"273.21916_279",3063
"273.26081_306",326
"273.60534_385",452
"273.60535_41.9",236
"273.62667_353.4",396
"273.64586_378.5",546
"273.67658_102.7",2430
"273.94378_36",588
"273.95355_71.8",1615
"274.05124_423.4",300
"274.12556_358.1",459
"274.14343_334.7",434
"274.16322_519.8",325
"274.18201_146.4",329
"274.20001_264.4",429
"274.21385_58.3",434
"274.27238_258.9",486
"274.62419_353.1",638
"274.63399_395.9",977
"274.79062_43.3",466
"274.88022_40.4",310
"274.94043_36",538
"275.00081_42.4",513
"275.12597_353",631
"275.13325_399.6",1197
"275.14762_235.5",495
"275.1618_526.4",1167
"275.19927_329.9",355
"275.62451_352.3",781
"275.63191_403.6",328
"275.64313_261.2",602
"276.12568_353.2",719
"276.13362_399.6",350
"276.19789_240.3",245
"276.62212_353.5",1002
"276.63152_396.3",201
"276.65095_395.2",653
"276.78766_45.1",267
"276.87724_40.9",343
"276.98406_44.8",1369
"277.05903_41",303
"277.10362_45.7",506
"277.1268_245.3",329
"277.13985_537.5",228
"277.17625_561.9",274
"277.21503_369.6",567
"277.60072_338.8",1112
"277.61082_362.4",1740
"277.62945_392.3",391
"278.10029_332.6",679
"278.10666_59.8",499
"278.15611_488.4",463
"278.17935_545.6",319
"278.19498_203.2",352
"278.23136_185.6",349
"278.24653_444.6",851
"278.60852_362.8",656
"278.6266_370.8",263
"278.63793_344.1",421
"278.87513_47.4",556
"278.89312_40.1",365
"279.01791_386.2",237
"279.05508_46.9",361
"279.09212_406.6",246
"279.11026_362.3",523
"279.11936_541.1",315
"279.12825_372.7",987
"279.13576_95.2",0
"279.15796_390.5",374
"279.23061_396",349
"279.61212_372",197
"279.61641_380.2",310
"279.63436_411.3",281
"279.6454_370.9",563
"280.01054_54.1",686
"280.09561_519.5",424
"280.11815_379.9",996
"280.13597_412.4",330
"280.14737_370.3",677
"280.16137_346.8",471
"280.21088_186.3",557
"280.23391_424.9",422
"280.26229_436",446
"280.60634_362.1",605
"280.61605_383.7",1116
"280.65312_408.4",424
"280.82518_41.7",654
"280.94575_45.2",1271
"280.98606_41.1",1150
"280.9917_39.2",348
"281.00775_44.1",402
"281.11529_135.9",1082
"281.13555_342.1",218
"281.15512_409.5",456
"281.17338_311.4",674
"281.22495_143",854
"281.24642_427.3",1568
"281.26557_437.1",440
"281.63186_370",972
"281.65013_460.5",1108
"281.90344_36.4",1886
"281.9929_35.9",339
"282.12968_337.6",606
"282.14967_466.9",657
"282.18156_273.5",221
"282.2205_466",735
"282.27798_507.3",465
"282.62232_359.6",715
"282.63142_340.3",526
"282.63984_432.3",271
"282.82236_42",335
"282.90928_557.4",314
"283.00492_46.7",245
"283.02929_569.6",413
"283.10661_62.4",690
"283.1298_337.7",1035
"283.14979_456.3",659
"283.18931_536.5",206
"283.22352_565.6",255
"283.24053_289.7",361
"283.26209_446.4",1148
"283.28132_531.5",460
"283.62931_261.3",1007
"283.96612_91.2",519
"283.98152_45",309
"283.99175_35.2",324
"284.03153_61.7",633
"284.0468_468.1",909
"284.12707_332.2",656
"284.14622_403.4",1082
"284.15153_139.9",1444
"284.19246_519.7",275
"284.23222_49",530
"284.24401_287.1",1895
"284.26541_443.8",1165
"284.29361_546.1",311
"284.32986_412.3",582
"284.63741_398.9",668
"284.81943_41.8",261
"284.90895_39.5",324
"284.95994_156.4",393
"285.00422_49.3",876
"285.00876_531.8",362
"285.03059_164.1",192
"285.06799_48.9",643
"285.13046_345",417
"285.15401_498.1",2783
"285.16818_502.2",324
"285.18619_282.9",196
"285.22011_505.9",235
"285.2565_270.9",1808
"285.29717_517.6",572
"285.62649_345.1",950
"285.91364_193.7",599
"286.14259_344",646
"286.16061_526.1",543
"286.20019_534",368
"286.22798_505.6",255
"286.2365_419.7",375
"286.27309_294.5",398
"286.62423_343.7",278
"286.63402_371.1",234
"286.77034_43.4",1597
"286.90607_40.5",252
"286.93086_44.3",396
"286.95701_154.1",342
"287.0128_41",244
"287.07955_370.6",600
"287.09908_53.8",344
"287.13374_363",462
"287.13977_383",623
"287.14582_334.1",843
"287.20323_59.2",169
"287.23139_505.4",295
"287.63107_373.5",366
"287.64213_409.5",6014
"287.96046_43.2",1293
"288.00247_89.6",354
"288.08294_251.8",337
"288.1025_54.3",1020
"288.13215_371.3",321
"288.14786_424",898
"288.17935_560.6",346
"288.17948_248",348
"288.21558_80.2",270
"288.23073_264",442
"288.25228_333.6",1188
"288.28838_286.3",264
"288.6391_408.6",276
"288.76737_43.4",788
"288.91973_39.1",733
"288.96722_570.3",228
"289.01061_57.4",2068
"289.03967_52.5",1409
"289.12464_52.5",926
"289.14137_409",230
"289.21898_80",267
"289.23417_268.9",0
"289.25138_285.1",269
"289.29133_283.2",412
"289.61889_343.8",552
"289.62965_370.9",243
"289.63936_411.9",373
"289.65883_305.3",399
"289.88726_559.2",524
"289.92416_37.5",304
"290.07341_569.6",542
"290.11002_360.2",4017
"290.1207_344.1",1458
"290.13147_371.4",534
"290.14012_421",365
"290.15858_539.5",275
"290.19475_272",338
"290.21825_306.6",864
"290.23088_216.5",718
"290.24669_302.7",1351
"290.60856_360.2",411
"290.6267_368.2",531
"290.63768_409.8",301
"290.76451_43.4",479
"290.85411_41",252
"291.01365_569.6",439
"291.02571_135.6",863
"291.1102_359.8",445
"291.11894_322.3",1308
"291.1281_368.6",1231
"291.13965_343.7",888
"291.15582_539.2",535
"291.19214_527",192
"291.60875_359.9",326
"291.61395_372.3",277
"291.63575_406.3",569
"291.64561_367.8",543
"291.6639_547.3",0
"291.97538_38.4",1330
"292.01099_568.6",434
"292.07168_541.2",301
"292.11022_362.6",606
"292.14725_368.9",496
"292.16197_556.5",235
"292.60645_360.6",1002
"292.65357_388",485
"292.66381_554",380
"292.76178_45.2",325
"292.85111_41.1",330
"292.86614_34",1105
"292.9136_38.7",383
"292.99273_570.1",430
"293.03301_40.9",329
"293.06736_46.9",749
"293.0965_48.4",396
"293.13465_530.8",437
"293.15526_388.2",433
"293.17094_552.5",207
"293.18675_277.5",2710
"293.21_342.7",364
"293.24655_474.1",537
"293.66409_551.9",262
"294.09997_49.6",397
"294.10872_383.5",614
"294.15979_521.4",1780
"294.19039_257",1817
"294.22658_334.3",528
"294.64774_343.5",1188
"294.66169_544.9",593
"294.84856_42.8",427
"294.93768_39.1",368
"294.97188_570.1",437
"295.00476_77.4",4229
"295.02981_66.9",403
"295.10052_51.2",402
"295.14744_396.5",289
"295.22559_411.1",429
"295.26205_437.3",1148
"295.64656_398.7",250
"295.68942_103.4",2363
"295.94116_39.5",385
"295.96929_535.4",413
"296.03661_508.4",1663
"296.10405_55.5",385
"296.14492_399.6",328
"296.20757_205.3",595
"296.24189_240.7",817
"296.29378_366.9",308
"296.53752_498.9",887
"296.64684_395.4",333
"296.79905_42.1",438
"296.94198_37.8",714
"296.9513_536.3",433
"296.96934_35.5",474
"297.02832_387.7",259
"297.14515_397.2",250
"297.16852_313.3",425
"297.18008_444",297
"297.2412_437.1",745
"297.62647_343.1",521
"297.64694_398.8",205
"297.93099_532.3",357
"297.94853_538.2",404
"298.09512_236.5",355
"298.14284_387.2",228
"298.23654_314.4",282
"298.24176_429.6",777
"298.27278_430.2",433
"298.30904_526.8",198
"298.3456_354.6",478
"298.62412_343.5",652
"298.63424_368.3",3289
"298.64444_401.2",178
"298.79612_42",476
"298.93072_570.1",1531
"299.01831_307.4",1404
"299.05492_64.4",720
"299.06039_569.8",445
"299.1087_534.6",184
"299.12609_344.3",1126
"299.13898_387.2",508
"299.16972_510.3",1019
"299.18396_510.9",279
"299.22043_345.4",191
"299.23563_259.3",587
"299.25708_413.7",295
"299.34883_350.3",275
"299.62423_343.8",373
"299.63298_368.6",534
"299.91173_569.5",305
"299.96933_35.1",1009
"300.01062_92.4",1577
"300.02286_67",449
"300.05871_57",359
"300.13348_368.7",468
"300.14105_73.4",351
"300.1767_522",511
"300.19766_249",253
"300.21573_557.4",440
"300.25209_561.2",293
"300.28854_491.6",590
"300.63951_389.1",281
"300.79343_42.1",231
"300.88287_40.8",226
"300.93542_34.8",1232
"301.0287_55.3",550
"301.0367_45.9",1953
"301.05784_477.5",401
"301.11598_484.8",765
"301.11692_88.3",408
"301.13981_54",424
"301.17883_296.3",550
"301.20116_249.4",303
"301.21801_517.6",367
"301.25328_318.7",224
"301.28375_273",1194
"301.29183_480.6",813
"301.62949_371.4",2967
"301.63975_388.1",232
"301.64763_430.6",245
"301.6645_554.7",956
"302.01825_56.9",733
"302.06965_230.2",306
"302.10088_72.3",323
"302.14319_115.3",326
"302.14934_430.2",207
"302.1946_267.4",199
"302.21333_274.6",271
"302.23117_301.3",382
"302.24257_49.3",443
"302.30382_318.6",452
"302.62643_365.4",1008
"302.63753_388.5",652
"302.64833_427.4",413
"302.74416_43.5",593
"302.87994_41",301
"302.90472_44.8",292
"303.02166_53.7",752
"303.07277_54.4",465
"303.08102_446",1346
"303.12825_368.7",1306
"303.13285_278.8",1142
"303.15306_436.3",287
"303.17639_54.9",493
"303.19423_252.4",311
"303.21675_275.3",265
"303.23078_495.7",1150
"303.23447_96.7",462
"303.63451_379.9",1602
"303.64557_364.7",421
"303.65464_431.7",245
"304.02226_54.6",558
"304.14264_344.1",485
"304.14732_365.3",579
"304.15309_433.1",335
"304.17425_254.1",390
"304.21058_50.2",286
"304.22901_291",249
"304.234_508.6",401
"304.28325_291",1608
"304.2981_330.7",450
"304.65352_379.6",259
"304.74118_43.6",458
"304.98851_550.9",390
"305.15568_45.7",440
"305.17095_551.5",238
"305.21392_51.6",497
"305.24619_475",303
"305.30179_333.5",338
"305.64801_398.9",226
"306.01337_51.7",613
"306.02432_84.1",503
"306.04513_569.9",437
"306.15021_395.7",449
"306.15894_46.4",576
"306.17434_546.2",262
"306.24159_516.2",252
"306.26235_242.7",336
"306.27781_360.8",451
"306.65163_393.1",303
"306.7384_43.6",295
"306.82791_41.4",187
"306.88503_32.5",224
"306.96781_545.1",554
"307.01816_48",518
"307.04514_569.2",597
